drug_name	ind_name	ind_id	NCT	status	phase	DetailedStatus	DrugCUI	DrugString
Salicylic acid	Low density lipoprotein increased	C0549399	NCT01362218	Terminated	Phase 2	Per sponsor's decision	C0036079	ácido salicílico
Acetylsalicylic acid	Low density lipoprotein increased	C0549399	NCT01362218	Terminated	Phase 2	Per sponsor's decision	C0004057	Aspirina
Busulfan	Hematological Disease	C0018939	NCT01359254	Terminated	Phase 2	did not accrue enough patients.	C0006463	Busulfano
Melphalan	Hematological Disease	C0018939	NCT01359254	Terminated	Phase 2	did not accrue enough patients.	C0025241	L-3-(p-(Bis(2-chloroethyl)amino)phenyl)alanine
Fludarabine	Hematological Disease	C0018939	NCT01359254	Terminated	Phase 2	did not accrue enough patients.	C0059985	Fludarabinum
Metformin	Squamous cell carcinoma	C0007137	NCT01333852	Terminated	Phase 2	Low accrual	C0025598	Metformina
Paclitaxel	Squamous cell carcinoma	C0007137	NCT01333852	Terminated	Phase 2	Low accrual	C0144576	(2aR-(2aalpha,4beta,4abeta,6beta,9alpha(alpha R*,betaS*),11alpha,12alpha,12balpha))-beta-(Benzoylamino)-alpha-hydroxybenzenepropanoic acid 6,12b-bis(acetyloxy)-12-(benzoyloxy)-2a,3,4,4a,5,6,9,10,11,12,12a,12b-dodecahydro-4,11-dihydroxy-4a,8,13,13-tetramethyl-5-oxo-7,11-methano-1H-cyclodeca(3,4)benz(1,2-b)oxet-9-yl ester
Aminolevulinic acid	Astrocytoma	C0004114	NCT01351519	Terminated	Phase 2	Limited staff available for enrollment and limited availability of drug	C0002563	ácido 5-aminolevulínico
Aminolevulinic acid	Malignant Glioma	C0555198	NCT01351519	Terminated	Phase 2	Limited staff available for enrollment and limited availability of drug	C0002563	ácido 5-aminolevulínico
Aminolevulinic acid	Glioblastoma	C0017636	NCT01351519	Terminated	Phase 2	Limited staff available for enrollment and limited availability of drug	C0002563	ácido 5-aminolevulínico
Magnesium Sulfate	Traumatic Brain Injury	C0876926	NCT01333488	Terminated	Phase 2	Low accrual	C0024480	Magnesium sulfate
Cyclosporine	Bronchiolitis Obliterans	C0006272	NCT01334892	Terminated	Phase 2/Phase 3	Interim analysis results revealed substantial increase of patient number, with unfeasible    study prolongation.	C0010592	Cyclosporine
Vitamin E	Nonalcoholic Steatohepatitis	C3241937	NCT01384578	Withdrawn	Phase 3	Lack of funds	C0969677	alpha-tocopherol
Pentoxifylline	Nonalcoholic Steatohepatitis	C3241937	NCT01384578	Withdrawn	Phase 3	Lack of funds	C0030899	Pentoxifilina
Vigabatrin	Alcoholic Intoxication, Chronic	C0001973	NCT01335867	Terminated	Phase 2		C0048044	Vigabatrina
Vigabatrin	Cocaine Dependence	C0600427	NCT01335867	Terminated	Phase 2		C0048044	Vigabatrina
Sirolimus	Non-small cell lung cancer recurrent	C0278517	NCT01383668	Withdrawn	Phase 1	lack of access to study drug	C0072980	Sirolimús
Everolimus	Non-small cell lung cancer recurrent	C0278517	NCT01383668	Withdrawn	Phase 1	lack of access to study drug	C0541315	évérolimus
Sodium aurothiomalate	Non-small cell lung cancer recurrent	C0278517	NCT01383668	Withdrawn	Phase 1	lack of access to study drug	C0018034	Natrii aurothiomalas
Sirolimus	Non-small cell lung cancer stage IIIA	C0278983	NCT01383668	Withdrawn	Phase 1	lack of access to study drug	C0072980	Sirolimús
Everolimus	Non-small cell lung cancer stage IIIA	C0278983	NCT01383668	Withdrawn	Phase 1	lack of access to study drug	C0541315	évérolimus
Sodium aurothiomalate	Non-small cell lung cancer stage IIIA	C0278983	NCT01383668	Withdrawn	Phase 1	lack of access to study drug	C0018034	Natrii aurothiomalas
Sirolimus	Non-small cell lung cancer metastatic	C0278987	NCT01383668	Withdrawn	Phase 1	lack of access to study drug	C0072980	Sirolimús
Everolimus	Non-small cell lung cancer metastatic	C0278987	NCT01383668	Withdrawn	Phase 1	lack of access to study drug	C0541315	évérolimus
Sodium aurothiomalate	Non-small cell lung cancer metastatic	C0278987	NCT01383668	Withdrawn	Phase 1	lack of access to study drug	C0018034	Natrii aurothiomalas
Sirolimus	unspecified adult solid tumor, protocol specific	C0279004	NCT01383668	Withdrawn	Phase 1	lack of access to study drug	C0072980	Sirolimús
Everolimus	unspecified adult solid tumor, protocol specific	C0279004	NCT01383668	Withdrawn	Phase 1	lack of access to study drug	C0541315	évérolimus
Sodium aurothiomalate	unspecified adult solid tumor, protocol specific	C0279004	NCT01383668	Withdrawn	Phase 1	lack of access to study drug	C0018034	Natrii aurothiomalas
Imatinib	recurrent adult acute lymphoblastic leukemia	C0278785	NCT01383447	Terminated	Phase 1/Phase 2	Administratively complete.	C0935989	α-(4-methyl-1-piperazinyl)-3'-((4-(3-pyridyl)-2-pyrimidinyl)amino)-p-toluidide
Vorinostat	adult anaplastic astrocytoma	C0280483	NCT01378481	Terminated	Phase 1		C0672708	Vorinostatum
Vorinostat	adult anaplastic oligodendroglioma	C0280790	NCT01378481	Terminated	Phase 1		C0672708	Vorinostatum
Vorinostat	adult giant cell glioblastoma	C1541316	NCT01378481	Terminated	Phase 1		C0672708	Vorinostatum
Vorinostat	adult glioblastoma	C0278878	NCT01378481	Terminated	Phase 1		C0672708	Vorinostatum
Vorinostat	adult gliosarcoma	C1541317	NCT01378481	Terminated	Phase 1		C0672708	Vorinostatum
Vorinostat	Adult Mixed Glioma	C3900099	NCT01378481	Terminated	Phase 1		C0672708	Vorinostatum
Docetaxel	Bladder cancer stage III	C0278824	NCT01382706	Terminated	Phase 2	Trial not progressing toward scientific goals	C0246415	Docetaxel
Lapatinib	Bladder cancer stage III	C0278824	NCT01382706	Terminated	Phase 2	Trial not progressing toward scientific goals	C1506770	N-(3-chloro-4-((3-fluorophenyl)methoxy)phenyl)-6-(5-(((2-(methylsulfonyl)ethyl)amino)methyl)-2-furanyl)-4-quinazolinamine
Sevoflurane	Brain Injuries	C0270611	NCT01374633	Terminated	Phase 2	Sponsor decision	C0074414	Sevoflurano
Tadalafil	Multiple Myeloma	C0026764	NCT01374217	Terminated	Phase 2	early stopping rule	C1176316	(6R,12aR)-2,3,6,7,12,12a-Hexahydro-2-methyl-6-(3,4-(methylenedioxy)phenyl) pyrazino(1',2':1,6)pyrido(3,4-b)indole-1,4-dione
Sildenafil	Persistent Fetal Circulation Syndrome	C0031190	NCT01360671	Withdrawn	Phase 2		C0529793	Sildenafilo
Melphalan	Hodgkin Disease	C0019829	NCT01350258	Terminated	Phase 1/Phase 2	Poor accrual	C0025241	L-3-(p-(Bis(2-chloroethyl)amino)phenyl)alanine
Fludarabine	Hodgkin Disease	C0019829	NCT01350258	Terminated	Phase 1/Phase 2	Poor accrual	C0059985	Fludarabinum
Melphalan	Lymphoma, Non-Hodgkin	C0024305	NCT01350258	Terminated	Phase 1/Phase 2	Poor accrual	C0025241	L-3-(p-(Bis(2-chloroethyl)amino)phenyl)alanine
Fludarabine	Lymphoma, Non-Hodgkin	C0024305	NCT01350258	Terminated	Phase 1/Phase 2	Poor accrual	C0059985	Fludarabinum
Bortezomib	Disorder of transplanted kidney	C1261281	NCT01349595	Terminated	Phase 2	Study halted due to lack of funding	C1176309	[(1R)-3-methyl-1-({(2S)-3-phenyl-2-[(pyrazin-2-ylcarbonyl)amino]propanoyl}amino)butyl]boronic acid
Domperidone	Gastroparesis	C0152020	NCT01378884	Withdrawn	Phase 3		C0013015	5-chloro-1-(1-(3-(2-oxo-1-benzimidazolinyl)propyl)-4-piperidyl)-2-benzimidazolinone
Irinotecan	Malignant tumor of colon	C0007102	NCT01367275	Terminated	Phase 2	Sponsor closed study	C0123931	(+)-Irinotecan
Irinotecan	Adenocarcinoma of large intestine	C1319315	NCT01367275	Terminated	Phase 2	Sponsor closed study	C0123931	(+)-Irinotecan
Midazolam	Traumatic Brain Injury	C0876926	NCT01402596	Withdrawn	Phase 2	Institution decided on starting a new protocol of sedation, with another methods and that´s    why this study has not started.	C0026056	Midazolamum
Chloral hydrate	Traumatic Brain Injury	C0876926	NCT01402596	Withdrawn	Phase 2	Institution decided on starting a new protocol of sedation, with another methods and that´s    why this study has not started.	C0008161	1,1,1-trichloro-2,2-dihydroxyethane
Bosentan	Persistent Fetal Circulation Syndrome	C0031190	NCT01389856	Terminated	Phase 3	To be compliant with the timelines as agreed with Paediatric Committee (PC) within the    Paediatric Investigational Plan	C2825457	bosentan anhydrous
Formoterol	Chronic Obstructive Airway Disease	C0024117	NCT01351792	Terminated	Phase 3		C0060657	N-[2-hydroxy-5-(1-hydroxy-2-{[2-(4-methoxyphenyl)-1-methylethyl]amino}ethyl)phenyl]formamide
Peginterferon alfa-2a	leukemia	C0023418	NCT01392170	Terminated	Phase 2	Slow Accrual	C0391001	Pegylated interferon alpha-2a
Bortezomib	recurrent adult diffuse large cell lymphoma	C0280188	NCT01397591	Terminated	Phase 2	Study closed by PI due to lower than expected accrual.	C1176309	[(1R)-3-methyl-1-({(2S)-3-phenyl-2-[(pyrazin-2-ylcarbonyl)amino]propanoyl}amino)butyl]boronic acid
Bortezomib	recurrent grade 1 follicular lymphoma	C0280182	NCT01397591	Terminated	Phase 2	Study closed by PI due to lower than expected accrual.	C1176309	[(1R)-3-methyl-1-({(2S)-3-phenyl-2-[(pyrazin-2-ylcarbonyl)amino]propanoyl}amino)butyl]boronic acid
Bortezomib	recurrent grade 2 follicular lymphoma	C0280183	NCT01397591	Terminated	Phase 2	Study closed by PI due to lower than expected accrual.	C1176309	[(1R)-3-methyl-1-({(2S)-3-phenyl-2-[(pyrazin-2-ylcarbonyl)amino]propanoyl}amino)butyl]boronic acid
Bortezomib	recurrent grade 3 follicular lymphoma	C0280185	NCT01397591	Terminated	Phase 2	Study closed by PI due to lower than expected accrual.	C1176309	[(1R)-3-methyl-1-({(2S)-3-phenyl-2-[(pyrazin-2-ylcarbonyl)amino]propanoyl}amino)butyl]boronic acid
Bortezomib	Mantle cell lymphoma recurrent	C0677725	NCT01397591	Terminated	Phase 2	Study closed by PI due to lower than expected accrual.	C1176309	[(1R)-3-methyl-1-({(2S)-3-phenyl-2-[(pyrazin-2-ylcarbonyl)amino]propanoyl}amino)butyl]boronic acid
Oxytocin	Dystocia	C0013418	NCT01397630	Terminated	Phase 3	Due to budgetary concerns, the TSC decided it best to adjust sample size as there was    sufficient data to assess feasibility. Recruitment was terminated early.	C0030095	Oxitocina
Sunitinib	Plexiform Neurofibroma	C0206728	NCT01402817	Suspended	Phase 2	1 patient died of uncertain cause but possibly related to drug. Regulatory currently reviewing	C1176020	Sunitinibum
Modafinil	Malignant Glioma	C0555198	NCT01400958	Terminated	Phase 2	Slow Accrual, Initiating Principal Investigator (PI) left Moffitt	C0066677	2-((diphenylmethyl)sulfinyl)acetamide
Temozolomide	Malignant Glioma	C0555198	NCT01400958	Terminated	Phase 2	Slow Accrual, Initiating Principal Investigator (PI) left Moffitt	C0076080	8-carbamoyl-3-methylimidazo(5,1-d)-1,2,3,5-tetrazin-4(3H)-one
Armodafinil	Malignant Glioma	C0555198	NCT01400958	Terminated	Phase 2	Slow Accrual, Initiating Principal Investigator (PI) left Moffitt	C1701455	Armodafinilo
Bevacizumab	Malignant tumor of colon	C0007102	NCT01375816	Terminated	Phase 2	efficacy interim analysis as per protocol	C0796392	Anti-VEGF monoclonal antibody
Leucovorin	Malignant tumor of colon	C0007102	NCT01375816	Terminated	Phase 2	efficacy interim analysis as per protocol	C0023413	Folinate
Irinotecan	Malignant tumor of colon	C0007102	NCT01375816	Terminated	Phase 2	efficacy interim analysis as per protocol	C0123931	(+)-Irinotecan
Levoleucovorin	Malignant tumor of colon	C0007102	NCT01375816	Terminated	Phase 2	efficacy interim analysis as per protocol	C2721771	ácido levofolínico
Norepinephrine	Alopecia	C0002170	NCT01367990	Terminated	Phase 1	Study site has terminated the study due to the complexity of the study	C0028351	(-)-noradrenaline
Norepinephrine	Radiodermatitis	C0034561	NCT01367990	Terminated	Phase 1	Study site has terminated the study due to the complexity of the study	C0028351	(-)-noradrenaline
Testosterone	hormone deficiency	C0599750	NCT01397500	Terminated	Phase 2	Recruitment problems due to change of patient population at site.	C0039601	Testostérone
Methyltestosterone	hormone deficiency	C0599750	NCT01397500	Terminated	Phase 2	Recruitment problems due to change of patient population at site.	C0025826	Methyltestosteronum
Dutasteride	Adenocarcinoma of prostate	C0007112	NCT01368003	Withdrawn	Phase 2	Loss of funding.	C0754659	α,α,α,α',α',α'-hexafluoro-3-oxo-4-aza-5α-androst-1-ene-17β-carboxy-2',5'-xylidide
Goserelin	Oestrogen receptor positive breast cancer	C2938924	NCT01368263	Terminated	Phase 2	Due to funding source and lack of accrual	C0120107	Goserelina
Letrozole	Oestrogen receptor positive breast cancer	C2938924	NCT01368263	Terminated	Phase 2	Due to funding source and lack of accrual	C0246421	Letrozol
Anastrozole	Oestrogen receptor positive breast cancer	C2938924	NCT01368263	Terminated	Phase 2	Due to funding source and lack of accrual	C0290883	α,α,α',α'-Tetramethyl-5-(1H-1,2,4-triazol-1-ylmethyl)-m-benzenediacetonitrile
Goserelin	Breast cancer stage II	C0278486	NCT01368263	Terminated	Phase 2	Due to funding source and lack of accrual	C0120107	Goserelina
Letrozole	Breast cancer stage II	C0278486	NCT01368263	Terminated	Phase 2	Due to funding source and lack of accrual	C0246421	Letrozol
Anastrozole	Breast cancer stage II	C0278486	NCT01368263	Terminated	Phase 2	Due to funding source and lack of accrual	C0290883	α,α,α',α'-Tetramethyl-5-(1H-1,2,4-triazol-1-ylmethyl)-m-benzenediacetonitrile
Niacin	Psoriasis	C0033860	NCT01368887	Suspended	Phase 2	Sponsor seeking additional financial support before starting the study	C0027996	anti-pellagra vitamin
Calcipotriol	Psoriasis	C0033860	NCT01368887	Suspended	Phase 2	Sponsor seeking additional financial support before starting the study	C0065767	Calcipotriol
Nicotinamide	Psoriasis	C0033860	NCT01368887	Suspended	Phase 2	Sponsor seeking additional financial support before starting the study	C0028027	3-pyridinecarboxamide
Riboflavin	Pathological Dilatation	C0012359	NCT01398839	Terminated	Phase 3		C4550958	Vitamin Bi
Gemcitabine	leiomyosarcoma	C0023269	NCT01418001	Terminated	Phase 1/Phase 2	Lack of accrual	C0045093	4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one
Docetaxel	leiomyosarcoma	C0023269	NCT01418001	Terminated	Phase 1/Phase 2	Lack of accrual	C0246415	Docetaxel
Lenalidomide	leukemia	C0023418	NCT01401322	Terminated	Phase 2	low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	leukemia	C0023418	NCT01401322	Terminated	Phase 2	low accrual	C0039736	Thalidomidum
Glycine	Cystic Fibrosis	C0010674	NCT01417481	Terminated	Phase 2	Some of the researchers finished their participation in the study.	C0017890	Glicina
Mycophenolate mofetil	Lupus Nephritis	C0024143	NCT01369628	Terminated	Phase 1	Please see Purpose Statement below	C0209368	2-morpholinoethyl (E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-5-phthalanyl)-4-methyl-4-hexenoate
Mycophenolic acid	Lupus Nephritis	C0024143	NCT01369628	Terminated	Phase 1	Please see Purpose Statement below	C0026933	Mycophenolsäure
Methylphenidate	Traumatic Brain Injury	C0876926	NCT01416948	Terminated	Phase 2	The funding agency, DoD, determined that the study could not meet its enrollment numbers by    the end of the grant.	C0025810	α-phenyl-2-piperidineacetic acid methyl ester
Galantamine	Traumatic Brain Injury	C0876926	NCT01416948	Terminated	Phase 2	The funding agency, DoD, determined that the study could not meet its enrollment numbers by    the end of the grant.	C0016967	Galantamina
Cisplatin	Malignant neoplasm of lung	C0242379	NCT01416961	Withdrawn	Phase 1	Neutron therapy has become unavailable	C0008838	cisplatino
Etoposide	Malignant neoplasm of lung	C0242379	NCT01416961	Withdrawn	Phase 1	Neutron therapy has become unavailable	C0015133	9-((4,6-O-Ethylidine-beta-D-glucopyranosyl)oxy)-5,8,8a,9-tetrahydro-5-(4-hydroxy-3,4-dimethyloxyphenyl)furo(3',4'':6,7)naptho-(2,3-d)-1,3-dioxol-6(5aH)-one
Rituximab	adult nasal type extranodal NK/T-cell lymphoma	C1879279	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	adult nasal type extranodal NK/T-cell lymphoma	C1879279	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	adult nasal type extranodal NK/T-cell lymphoma	C1879279	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	Ki-1+ Anaplastic Large Cell Lymphoma	C0206180	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	Ki-1+ Anaplastic Large Cell Lymphoma	C0206180	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	Ki-1+ Anaplastic Large Cell Lymphoma	C0206180	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	Angioimmunoblastic Lymphadenopathy	C0020981	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	Angioimmunoblastic Lymphadenopathy	C0020981	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	Angioimmunoblastic Lymphadenopathy	C0020981	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	Cutaneous B-Cell Non-Hodgkin Lymphoma	C1511566	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	Cutaneous B-Cell Non-Hodgkin Lymphoma	C1511566	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	Cutaneous B-Cell Non-Hodgkin Lymphoma	C1511566	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	Mucosa-Associated Lymphoid Tissue Lymphoma	C0242647	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	Mucosa-Associated Lymphoid Tissue Lymphoma	C0242647	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	Mucosa-Associated Lymphoid Tissue Lymphoma	C0242647	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	Hepatosplenic T-cell lymphoma	C1333984	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	Hepatosplenic T-cell lymphoma	C1333984	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	Hepatosplenic T-cell lymphoma	C1333984	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	Monocytoid B-cell lymphoma	C0855139	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	Monocytoid B-cell lymphoma	C0855139	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	Monocytoid B-cell lymphoma	C0855139	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	Peripheral T-Cell Lymphoma	C0079774	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	Peripheral T-Cell Lymphoma	C0079774	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	Peripheral T-Cell Lymphoma	C0079774	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	Prolymphocytic Leukemia	C0023486	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	Prolymphocytic Leukemia	C0023486	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	Prolymphocytic Leukemia	C0023486	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	recurrent adult Burkitt's lymphoma	C0280192	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	recurrent adult Burkitt's lymphoma	C0280192	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	recurrent adult Burkitt's lymphoma	C0280192	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	recurrent adult diffuse large cell lymphoma	C0280188	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	recurrent adult diffuse large cell lymphoma	C0280188	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	recurrent adult diffuse large cell lymphoma	C0280188	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	recurrent adult diffuse mixed cell lymphoma	C0280187	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	recurrent adult diffuse mixed cell lymphoma	C0280187	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	recurrent adult diffuse mixed cell lymphoma	C0280187	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	recurrent adult diffuse small cleaved cell lymphoma	C0280186	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	recurrent adult diffuse small cleaved cell lymphoma	C0280186	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	recurrent adult diffuse small cleaved cell lymphoma	C0280186	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	recurrent grade 1 follicular lymphoma	C0280182	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	recurrent grade 1 follicular lymphoma	C0280182	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	recurrent grade 1 follicular lymphoma	C0280182	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	recurrent grade 2 follicular lymphoma	C0280183	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	recurrent grade 2 follicular lymphoma	C0280183	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	recurrent grade 2 follicular lymphoma	C0280183	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	recurrent grade 3 follicular lymphoma	C0280185	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	recurrent grade 3 follicular lymphoma	C0280185	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	recurrent grade 3 follicular lymphoma	C0280185	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	Mantle cell lymphoma recurrent	C0677725	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	Mantle cell lymphoma recurrent	C0677725	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	Mantle cell lymphoma recurrent	C0677725	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	Marginal zone lymphoma recurrent	C1541273	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	Marginal zone lymphoma recurrent	C1541273	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	Marginal zone lymphoma recurrent	C1541273	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	Mycosis fungoides/Sezary syndrome recurrent	C0862200	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	Mycosis fungoides/Sezary syndrome recurrent	C0862200	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	Mycosis fungoides/Sezary syndrome recurrent	C0862200	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	B-cell small lymphocytic lymphoma recurrent	C0855096	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	B-cell small lymphocytic lymphoma recurrent	C0855096	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	B-cell small lymphocytic lymphoma recurrent	C0855096	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	Chronic lymphocytic leukaemia refractory	C0278791	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	Chronic lymphocytic leukaemia refractory	C0278791	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	Chronic lymphocytic leukaemia refractory	C0278791	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	Hairy cell leukaemia recurrent	C0279780	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	Hairy cell leukaemia recurrent	C0279780	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	Hairy cell leukaemia recurrent	C0279780	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	Small Intestinal Lymphoma	C0278805	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	Small Intestinal Lymphoma	C0278805	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	Small Intestinal Lymphoma	C0278805	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	Splenic Marginal Zone B-Cell Lymphoma	C0349632	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
Lenalidomide	Splenic Marginal Zone B-Cell Lymphoma	C0349632	NCT01419795	Terminated	Phase 2	Low accrual	C1144149	1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline
Thalidomide	Splenic Marginal Zone B-Cell Lymphoma	C0349632	NCT01419795	Terminated	Phase 2	Low accrual	C0039736	Thalidomidum
Rituximab	T-Cell Large Granular Lymphocyte Leukemia	C1955861	NCT01419795	Terminated	Phase 2	Low accrual	C5195655	rituximab-pvvr
